Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;PREIS1__Verbraucherpreisindex__2020=100;PREIS1__Verbraucherpreisindex__q
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12311;      Schmuck;97,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12312;      Armband- und andere Uhren;100,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12313;      Reparatur einer Uhr oder von Schmuck;97,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-1232;    Andere persönliche Gebrauchsgegenstände;100,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12321;      Reiseartikel und andere Täschnerwaren;100,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12322;      Ausstattung für Babys;101,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12329;      Andere persönliche Gebrauchsgegenstände, a.n.g.;99,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-1240;    Dienstleistungen sozialer Einrichtungen;94,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12401;      Dienstl. Kinderheime, Betreuung nach der Schule;99,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12402;      Dienstl. Altenwohnheime u.ä. Einrichtungen;94,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12403;      Dienstl. der häusl. Alten- u. Behindertenpflege;93,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-1252;    Versicherungsdienstleistungen für die Wohnung;102,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12520;      Beitrag zur Hausratversicherung;102,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-1253;    Versicherungsdienstleistungen für die Gesundheit;98,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12532;      Dienstl. priv. Unfall- und Krankenversicherungen;98,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-1254;    Versicherungsdienstleistungen für den Verkehr;99,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12541;      Versicherungsdienstl. für private Verkehrsmittel;99,3;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12542;      Versicherungsdienstleistungen für Reise und Gepäck;97,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-1255;    Andere Versicherungsdienstleistungen;100,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12550;      Andere Versicherungsdienstleistungen;100,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-1262;    Andere Finanzdienstleistungen, a.n.g.;95,7;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12621;      Bank- und Sparkassengebühren und Ähnliches;96,1;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12622;      Gebühren für Anlageberatung, Steuerberatung u.Ä.;94,6;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-1270;    Andere Dienstleistungen, a.n.g.;99,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12701;      Verwaltungsgebühren;99,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12702;      Rechtsberatung, Rechtsanwalts- und Notargebühren;100,4;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12703;      Bestattungsleistungen und Friedhofsgebühr;98,5;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-12704;      Andere Gebühren und Dienstleistungen;97,2;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0111;    Brot und Getreideerzeugnisse;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01111;      Reis, einschließlich Reiszubereitungen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01112;      Mehl und andere Getreideerzeugnisse;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01113;      Brot und Brötchen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01114;      Andere Backwaren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01115;      Pizza, Quiches oder Ähnliches;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01116;      Teigwaren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01117;      Frühstückszubereitungen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01118;      Andere Getreideprodukte;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0112;    Fleisch und Fleischwaren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01121;      Rind- und Kalbfleisch;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01122;      Schweinefleisch;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01123;      Lamm- und Schaffleisch, Ziegenfleisch;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01124;      Geflügelfleisch;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01125;      Andere Fleischprodukte;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01126;      Leber oder andere Innereien;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01127;      Fleisch- und Wurstwaren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01128;      Anderes Fleisch, verarbeitet und zubereitet;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0113;    Fisch, Fischwaren und Meeresfrüchte;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01131;      Fische und Fischfilets, frisch oder gekühlt;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01132;      Fische und Fischfilets, tiefgefroren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01133;      Meeresfrüchte, frisch oder gekühlt;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01134;      Tiefgefrorene Meeresfrüchte;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01135;      Fisch, getrocknet, geräuchert oder gesalzen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01136;      Konserven und andere Zubereitungen von Fisch;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0114;    Molkereiprodukte und Eier;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01141;      Vollmilch;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01142;      Teilentrahmte Milch;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01143;      Kondensierte Milch;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01144;      Joghurt;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01145;      Käse und Quark;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01146;      Andere Milchprodukte;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01147;      Eier;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0115;    Speisefette und Speiseöle;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01151;      Butter;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01152;      Margarine oder Pflanzenfett;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01153;      Olivenöl;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01154;      Sonnenblumenöl, Rapsöl oder Ähnliches;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01155;      Schmalz oder anderes tierisches Speisefett;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0116;    Obst;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01161;      Obst, frisch oder gekühlt;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01162;      Tiefgefrorenes Obst;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01163;      Trockenobst, Nüsse und Ähnliches;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01164;      Obstkonserven;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0117;    Gemüse;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01171;      Gemüse (ohne Kartoffeln), frisch oder gekühlt;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01172;      Gemüse (ohne Kartoffeln), tiefgefroren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01173;      Trockengemüse und konserviertes Gemüse;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01174;      Kartoffeln, frisch, gekühlt und verarbeitet;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01175;      Chips und -sticks;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0118;    Zucker, Marmelade, Honig und andere Süßwaren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01181;      Zucker;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01182;      Konfitüre, Marmelade, Honig und Ähnliches;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01183;      Schokoladen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01184;      Süßwaren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01185;      Speiseeis;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01186;      Süßstoffe und andere Süßungsmittel;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0119;    Nahrungsmittel, a.n.g.;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01191;      Soßen, Würzen und Würzmittel;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01192;      Speisesalz, Küchenkräuter und Gewürze;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01193;      Säuglings- und Kleinkindernahrung;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01194;      Fertiggerichte, a.n.g.;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01199;      Suppen und andere Nahrungsmittelzubereitungen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0121;    Kaffee, Tee und Kakao;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01211;      Kaffee und Ähnliches;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01212;      Tee und teeähnliche Erzeugnisse;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01213;      Kakaopulver oder Ähnliches;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0122;    Mineralwasser, Limonaden und Säfte;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01221;      Mineralwasser;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01222;      Erfrischungsgetränke (ohne Mineralwasser);100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-01223;      Frucht- und Gemüsesäfte;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0211;    Spirituosen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02111;      Liköre und andere Spirituosen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02112;      Erfrischungsmixgetränk unter 6% Alkoholgehalt;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0212;    Wein;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02121;      Traubenwein;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02122;      Kernobstwein oder anderer Fruchtwein;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02123;      Wein mit mehr als 15% Alkoholgehalt;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02124;      Andere weinhaltige Getränke;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0213;    Bier;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02131;      Pils, Lager, Schwarzbier o.a. untergäriges Bier;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02132;      Weizenbier, Altbier oder anderes obergäriges Bier;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02133;      Alkoholfreies Bier, Malzbier oder Ähnliches;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02134;      Biermischgetränk;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0220;    Tabakwaren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02201;      Zigaretten;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02202;      Zigarren und Zigarillos;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-02203;      Tabak, Liquid oder Ähnliches für E-Zigaretten;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0311;    Bekleidungsstoffe;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03110;      Bekleidungsstoffe;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-0312;    Bekleidungsartikel;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03121;      Bekleidung für Herren;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03122;      Bekleidung für Damen;100,0;e
61111;Verbraucherpreisindex für Deutschland;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;CC13A5;Verwendungszwecke des Individualkonsums;CC13-03123;      Bekleidung für Kinder;100,0;e
